Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HC,AC,HY,AY,HR,AR,Ligue,Saison,Home_form,Away_form,Home_avg_scored,Home_avg_conceded,Away_avg_scored,Away_avg_conceded,Form_diff,Avg_scored_diff,Avg_conceded_diff
2024-02-10,Sassuolo,Torino,1,1,D,1,1,D,11,13,4,2,5,4,1,3,0,0,SA,23_24,3,8,0.6,1.8,1.0,0.4,-5,-0.4,1.4
2024-02-10,Roma,Inter,2,4,A,2,1,H,8,10,3,6,3,8,2,0,0,0,SA,23_24,10,13,2.0,1.2,2.0,0.6,-3,0.0,0.6
2024-02-10,Alaves,Villarreal,1,1,D,1,1,D,17,12,4,4,10,9,0,2,0,0,LL,23_24,10,5,1.8,1.2,1.4,2.0,5,0.40000000000000013,-0.8
2024-02-10,Cagliari,Lazio,1,3,A,0,1,A,13,12,6,5,7,8,1,3,0,0,SA,23_24,4,10,1.0,2.2,1.4,1.0,-6,-0.3999999999999999,1.2000000000000002
2024-02-10,Las Palmas,Valencia,2,0,H,0,0,D,8,7,3,1,5,0,2,0,0,0,LL,23_24,7,12,1.6,1.0,2.0,1.0,-5,-0.3999999999999999,0.0
2024-02-10,Real Madrid,Girona,4,0,H,2,0,H,16,5,6,0,0,2,1,2,0,0,LL,23_24,13,11,1.8,0.8,2.0,0.8,2,-0.19999999999999996,0.0
2024-02-10,Sociedad,Osasuna,0,1,A,0,0,D,21,9,3,2,7,4,0,0,0,0,LL,23_24,6,7,0.6,0.6,1.0,1.4,-1,-0.4,-0.7999999999999999
2024-02-10,Nott'm Forest,Newcastle,2,3,A,2,2,D,13,7,3,5,4,4,1,2,0,0,PL,24_25,7,4,1.8,1.6,2.4,3.0,3,-0.5999999999999999,-1.4
2024-02-10,Man City,Everton,2,0,H,0,0,D,19,5,3,1,9,0,0,2,0,0,PL,24_25,15,3,2.8,1.0,0.6,1.6,12,2.1999999999999997,-0.6000000000000001
2024-02-10,Tottenham,Brighton,2,1,H,0,1,A,16,6,6,3,9,6,2,3,0,0,PL,24_25,8,8,2.4,2.2,1.6,1.4,0,0.7999999999999998,0.8000000000000003
2024-02-10,Luton,Sheffield United,1,3,A,0,2,A,20,7,5,3,13,1,1,2,0,0,PL,24_25,8,1,2.8,2.0,1.2,3.0,7,1.5999999999999999,-1.0
2024-02-10,Liverpool,Burnley,3,1,H,1,1,D,25,9,10,4,9,3,3,2,0,0,PL,24_25,12,2,3.0,1.2,1.2,2.2,10,1.8,-1.0000000000000002
2024-02-10,Fulham,Bournemouth,3,1,H,2,0,H,7,25,6,4,1,14,1,2,0,0,PL,24_25,5,5,0.8,1.4,1.2,1.8,0,-0.3999999999999999,-0.40000000000000013
2024-02-11,Genoa,Atalanta,1,4,A,0,1,A,15,14,6,9,7,4,3,4,0,0,SA,23_24,9,13,1.0,0.6,2.4,0.4,-4,-1.4,0.19999999999999996
2024-02-11,Getafe,Celta,3,2,H,2,0,H,11,9,4,4,0,4,1,2,0,0,LL,23_24,4,7,1.0,1.6,1.2,0.8,-3,-0.19999999999999996,0.8
2024-02-11,Sevilla,Ath Madrid,1,0,H,1,0,H,10,16,6,5,2,7,2,1,0,0,LL,23_24,4,10,1.2,2.4,1.8,1.2,-6,-0.6000000000000001,1.2
2024-02-11,Barcelona,Granada,3,3,D,1,1,D,11,11,6,5,6,2,1,2,0,0,LL,23_24,12,4,2.6,1.8,0.6,1.0,8,2.0,0.8
2024-02-11,Milan,Napoli,1,0,H,1,0,H,10,12,6,2,1,2,1,1,0,0,SA,23_24,13,8,2.8,1.4,0.8,1.0,5,1.9999999999999998,0.3999999999999999
2024-02-11,Mallorca,Vallecano,2,1,H,0,0,D,8,11,5,4,5,1,4,0,0,0,LL,23_24,2,4,0.4,1.6,0.8,1.2,-2,-0.4,0.40000000000000013
2024-02-11,Fiorentina,Frosinone,5,1,H,3,0,H,18,11,7,3,2,5,3,1,0,0,SA,23_24,4,4,1.0,1.4,1.6,2.6,0,-0.6000000000000001,-1.2000000000000002
2024-02-11,Bologna,Lecce,4,0,H,2,0,H,16,14,6,3,4,3,1,2,0,0,SA,23_24,5,4,1.6,2.0,1.0,1.8,1,0.6000000000000001,0.19999999999999996
2024-02-11,West Ham,Arsenal,0,6,A,0,4,A,5,25,1,12,2,6,4,0,0,0,PL,24_25,6,9,1.0,1.2,2.2,1.2,-3,-1.2000000000000002,0.0
2024-02-11,Aston Villa,Man United,1,2,A,0,1,A,23,17,10,5,10,8,3,2,0,0,PL,24_25,7,10,2.2,1.6,2.6,1.8,-3,-0.3999999999999999,-0.19999999999999996
2024-02-11,Monza,Verona,0,0,D,0,0,D,11,10,1,1,5,2,1,2,0,0,SA,23_24,7,4,1.0,2.0,1.2,1.6,3,-0.19999999999999996,0.3999999999999999
2024-02-12,Juventus,Udinese,0,1,A,0,1,A,14,8,6,1,8,4,3,3,0,0,SA,23_24,10,2,1.8,0.6,1.0,1.8,8,0.8,-1.2000000000000002
2024-02-12,Almeria,Ath Bilbao,0,0,D,0,0,D,10,12,4,4,4,10,4,1,1,0,LL,23_24,1,10,0.6,1.8,1.6,0.4,-9,-1.0,1.4
2024-02-12,Crystal Palace,Chelsea,1,3,A,1,0,H,13,14,4,5,1,7,2,2,0,0,PL,24_25,6,9,1.6,2.8,1.8,2.2,-3,-0.19999999999999996,0.5999999999999996
2024-02-14,Bologna,Fiorentina,2,0,H,1,0,H,18,12,7,3,2,3,2,3,0,0,SA,23_24,8,4,2.4,1.4,1.8,1.6,4,0.5999999999999999,-0.20000000000000018
2024-02-16,Inter,Salernitana,4,0,H,3,0,H,26,1,10,0,18,0,0,1,0,0,SA,23_24,15,1,2.6,0.8,0.8,1.8,14,1.8,-1.0
2024-02-16,Torino,Lecce,2,0,H,0,0,D,12,8,4,4,5,5,1,4,0,1,SA,23_24,9,3,1.2,0.4,0.8,2.4,6,0.3999999999999999,-2.0
2024-02-16,Villarreal,Getafe,1,1,D,0,1,A,20,11,7,2,8,3,0,1,0,0,LL,23_24,6,7,1.4,1.6,1.6,1.6,-1,-0.20000000000000018,0.0
2024-02-17,Atalanta,Sassuolo,3,0,H,1,0,H,28,12,13,4,11,5,0,0,0,0,SA,23_24,13,4,3.0,0.6,0.8,1.8,9,2.2,-1.2000000000000002
2024-02-17,Verona,Juventus,2,2,D,1,1,D,14,18,9,4,5,4,0,0,0,0,SA,23_24,5,7,1.0,1.2,1.4,0.6,-2,-0.3999999999999999,0.6
2024-02-17,Napoli,Genoa,1,1,D,0,0,D,25,6,7,4,7,2,3,2,0,0,SA,23_24,7,8,0.8,1.2,1.0,1.2,-1,-0.19999999999999996,0.0
2024-02-17,Valencia,Sevilla,0,0,D,0,0,D,14,1,4,1,7,2,0,1,0,0,LL,23_24,9,7,1.4,1.2,1.4,2.0,2,0.0,-0.8
2024-02-17,Osasuna,Cadiz,2,0,H,0,0,D,11,5,4,1,5,4,4,2,0,0,LL,23_24,7,2,1.0,1.4,0.2,1.4,5,0.8,0.0
2024-02-17,Ath Madrid,Las Palmas,5,0,H,2,0,H,13,11,7,2,3,5,2,2,0,0,LL,23_24,10,10,1.2,0.6,1.8,0.6,0,-0.6000000000000001,0.0
2024-02-17,Brentford,Liverpool,1,4,A,0,1,A,15,15,6,8,1,6,2,1,0,0,PL,24_25,6,12,1.8,2.2,3.2,1.4,-6,-1.4000000000000001,0.8000000000000003
2024-02-17,Burnley,Arsenal,0,5,A,0,2,A,8,16,0,7,4,6,2,1,0,0,PL,24_25,2,12,1.4,2.4,3.4,0.8,-10,-2.0,1.5999999999999999
2024-02-17,Fulham,Aston Villa,1,2,A,0,1,A,15,12,4,3,4,4,5,2,0,0,PL,24_25,8,7,1.4,1.0,2.0,1.4,1,-0.6000000000000001,-0.3999999999999999
2024-02-17,Newcastle,Bournemouth,2,2,D,0,0,D,17,12,5,7,4,2,1,3,0,0,PL,24_25,7,2,2.8,2.8,0.8,2.4,5,1.9999999999999998,0.3999999999999999
2024-02-17,Nott'm Forest,West Ham,2,0,H,1,0,H,19,10,8,3,5,3,4,4,0,1,PL,24_25,4,3,1.6,2.0,0.6,2.4,1,1.0,-0.3999999999999999
2024-02-17,Tottenham,Wolves,1,2,A,0,1,A,15,12,4,7,10,4,0,1,0,0,PL,24_25,11,7,2.4,1.6,2.0,1.6,4,0.3999999999999999,0.0
2024-02-17,Man City,Chelsea,1,1,D,0,1,A,31,9,5,6,12,1,1,3,0,0,PL,24_25,15,9,2.6,0.8,2.0,2.2,6,0.6000000000000001,-1.4000000000000001
2024-02-17,Celta,Barcelona,1,2,A,0,1,A,13,14,4,4,2,5,2,4,0,0,LL,23_24,4,10,1.2,1.2,2.8,2.2,-6,-1.5999999999999999,-1.0000000000000002
2024-02-18,Frosinone,Roma,0,3,A,0,1,A,25,13,7,5,10,2,0,3,0,0,SA,23_24,4,9,1.4,3.0,2.2,1.8,-5,-0.8000000000000003,1.2
2024-02-18,Lazio,Bologna,1,2,A,1,1,D,12,11,7,3,8,3,2,3,0,0,SA,23_24,10,10,1.4,1.0,2.6,1.2,0,-1.2000000000000002,-0.19999999999999996
2024-02-18,Empoli,Fiorentina,1,1,D,0,1,A,5,9,4,4,0,3,3,2,0,0,SA,23_24,8,4,1.6,0.8,1.8,1.8,4,-0.19999999999999996,-1.0
2024-02-18,Udinese,Cagliari,1,1,D,1,1,D,17,5,3,2,3,4,3,2,0,0,SA,23_24,5,3,1.0,1.4,1.0,2.6,2,0.0,-1.2000000000000002
2024-02-18,Monza,Milan,4,2,H,2,0,H,12,16,6,6,7,3,4,1,0,1,SA,23_24,5,13,0.4,1.6,2.4,1.4,-8,-2.0,0.20000000000000018
2024-02-18,Mallorca,Sociedad,1,2,A,1,1,D,4,19,1,5,3,9,7,5,1,0,LL,23_24,5,5,0.8,1.6,0.4,0.6,0,0.4,1.0
2024-02-18,Sheffield United,Brighton,0,5,A,0,2,A,6,24,1,10,5,10,1,4,1,0,PL,24_25,4,5,1.4,2.6,1.0,1.4,-1,0.3999999999999999,1.2000000000000002
2024-02-18,Luton,Man United,1,2,A,1,2,A,22,21,4,9,8,6,3,5,0,0,PL,24_25,5,10,2.4,2.2,2.4,1.6,-5,0.0,0.6000000000000001
2024-02-18,Betis,Alaves,0,0,D,0,0,D,13,13,2,4,6,8,5,2,0,0,LL,23_24,10,10,1.4,1.0,1.8,1.2,0,-0.40000000000000013,-0.19999999999999996
2024-02-18,Granada,Almeria,1,1,D,0,1,A,19,13,7,3,10,4,2,3,0,0,LL,23_24,2,2,0.8,1.6,0.6,1.6,0,0.20000000000000007,0.0
2024-02-18,Vallecano,Real Madrid,1,1,D,1,1,D,8,11,3,4,4,10,4,3,0,1,LL,23_24,1,13,0.6,1.6,2.4,0.8,-12,-1.7999999999999998,0.8
2024-02-19,Everton,Crystal Palace,1,1,D,0,0,D,19,10,4,4,3,6,0,2,0,0,PL,24_25,3,6,0.4,1.4,1.6,3.0,-3,-1.2000000000000002,-1.6
2024-02-19,Ath Bilbao,Girona,3,2,H,1,0,H,14,12,7,6,3,4,1,2,0,0,LL,23_24,8,8,1.2,0.4,1.2,1.0,0,0.0,-0.6
2024-02-20,Man City,Brentford,1,0,H,0,0,D,25,6,11,2,10,1,2,4,0,0,PL,24_25,13,6,2.4,1.0,1.8,2.4,7,0.5999999999999999,-1.4
2024-02-21,Liverpool,Luton,4,1,H,0,1,A,29,12,13,3,13,4,1,4,0,0,PL,24_25,12,5,3.2,1.2,2.2,2.0,7,1.0,-0.8
2024-02-22,Torino,Lazio,0,2,A,0,0,D,24,7,4,4,7,4,3,2,0,1,SA,23_24,9,7,1.0,0.4,1.2,1.2,2,-0.19999999999999996,-0.7999999999999999
2024-02-23,Sociedad,Villarreal,1,3,A,0,1,A,21,6,8,4,13,2,3,4,0,0,LL,23_24,8,7,0.6,0.4,1.6,1.2,1,-1.0,-0.7999999999999999
2024-02-23,Bologna,Verona,2,0,H,1,0,H,12,7,3,3,11,1,2,2,0,0,SA,23_24,13,3,2.8,1.0,1.0,1.4,10,1.7999999999999998,-0.3999999999999999
2024-02-24,Bournemouth,Man City,0,1,A,0,1,A,13,15,4,6,3,8,2,2,0,0,PL,24_25,3,13,1.0,2.2,2.0,0.6,-10,-1.0,1.6
2024-02-24,Arsenal,Newcastle,4,1,H,2,0,H,18,3,8,2,9,0,1,0,0,0,PL,24_25,15,8,4.2,0.4,2.8,2.4,7,1.4000000000000004,-2.0
2024-02-24,Crystal Palace,Burnley,3,0,H,0,0,D,15,2,6,0,12,3,3,1,0,1,PL,24_25,4,2,1.2,3.0,1.0,2.8,2,0.19999999999999996,0.20000000000000018
2024-02-24,Brighton,Everton,1,1,D,0,0,D,23,6,7,3,11,3,2,3,1,0,PL,24_25,7,4,2.0,1.4,0.6,1.0,3,1.4,0.3999999999999999
2024-02-24,Aston Villa,Nott'm Forest,4,2,H,3,1,H,16,10,6,3,7,2,1,2,0,0,PL,24_25,7,4,1.8,1.2,1.6,1.8,3,0.19999999999999996,-0.6000000000000001
2024-02-24,Man United,Fulham,1,2,A,0,0,D,21,17,9,5,10,9,2,5,0,0,PL,24_25,13,5,2.6,1.4,1.2,1.2,8,1.4000000000000001,0.19999999999999996
2024-02-24,Barcelona,Getafe,4,0,H,1,0,H,17,10,9,4,5,8,1,4,0,0,LL,23_24,10,8,2.4,2.0,1.4,1.2,2,1.0,0.8
2024-02-24,Almeria,Ath Madrid,2,2,D,1,1,D,9,18,4,9,2,7,1,1,0,0,LL,23_24,2,10,0.8,1.8,2.0,0.6,-8,-1.2,1.2000000000000002
2024-02-24,Alaves,Mallorca,1,1,D,0,0,D,9,15,1,8,3,3,0,2,0,0,LL,23_24,8,4,1.2,0.8,0.8,1.8,4,0.3999999999999999,-1.0
2024-02-24,Sassuolo,Empoli,2,3,A,0,1,A,19,14,5,6,4,1,1,3,0,0,SA,23_24,1,9,0.6,2.4,1.6,0.6,-8,-1.0,1.7999999999999998
2024-02-24,Salernitana,Monza,0,2,A,0,0,D,11,17,3,7,7,11,2,2,0,0,SA,23_24,1,8,0.6,2.2,1.0,1.0,-7,-0.4,1.2000000000000002
2024-02-24,Genoa,Udinese,2,0,H,2,0,H,19,5,4,1,8,3,1,4,0,1,SA,23_24,8,5,1.2,1.4,0.8,1.2,3,0.3999999999999999,0.19999999999999996
2024-02-25,Cadiz,Celta,2,2,D,0,1,A,19,7,6,3,9,1,2,3,0,0,LL,23_24,2,3,0.0,1.0,1.2,1.4,-1,-1.2,-0.3999999999999999
2024-02-25,Betis,Ath Bilbao,3,1,H,2,1,H,13,3,5,1,5,3,1,6,0,1,LL,23_24,8,8,1.2,1.0,1.4,0.6,0,-0.19999999999999996,0.4
2024-02-25,Las Palmas,Osasuna,1,1,D,0,0,D,9,6,3,2,6,7,2,1,0,0,LL,23_24,7,7,1.2,1.6,0.8,1.0,0,0.3999999999999999,0.6000000000000001
2024-02-25,Real Madrid,Sevilla,1,0,H,0,0,D,16,4,6,1,7,2,1,3,0,0,LL,23_24,11,8,2.0,0.6,1.0,1.4,3,1.0,-0.7999999999999999
2024-02-25,Lecce,Inter,0,4,A,0,1,A,14,11,2,7,7,10,1,2,0,0,SA,23_24,3,15,0.8,2.6,3.0,0.6,-12,-2.2,2.0
2024-02-25,Wolves,Sheffield United,1,0,H,1,0,H,13,12,2,4,5,6,2,1,0,0,PL,24_25,7,4,1.8,1.8,1.4,3.2,3,0.40000000000000013,-1.4000000000000001
2024-02-25,Milan,Atalanta,1,1,D,1,1,D,20,8,7,3,5,3,1,4,0,0,SA,23_24,10,15,2.2,2.0,3.4,0.4,-5,-1.1999999999999997,1.6
2024-02-25,Juventus,Frosinone,3,2,H,2,2,D,22,7,5,3,8,3,2,2,0,0,SA,23_24,5,4,1.2,1.0,1.4,2.6,1,-0.19999999999999996,-1.6
2024-02-25,Cagliari,Napoli,1,1,D,0,0,D,8,9,3,4,4,3,4,1,0,0,SA,23_24,1,8,0.8,2.6,1.0,0.8,-7,-0.19999999999999996,1.8
2024-02-26,Fiorentina,Lazio,2,1,H,0,1,A,22,5,7,1,13,2,0,2,0,0,SA,23_24,4,7,1.6,1.6,1.4,1.2,-3,0.20000000000000018,0.40000000000000013
2024-02-26,Girona,Vallecano,3,0,H,0,0,D,14,7,8,1,2,2,3,5,0,1,LL,23_24,7,2,1.6,1.6,0.8,1.4,5,0.8,0.20000000000000018
2024-02-26,West Ham,Brentford,4,2,H,2,1,H,17,14,6,8,1,7,1,2,0,0,PL,24_25,2,3,0.6,2.8,1.2,2.2,-1,-0.6,0.5999999999999996
2024-02-26,Roma,Torino,3,2,H,1,1,D,6,14,3,6,0,4,2,2,0,0,SA,23_24,12,8,2.6,1.2,1.0,0.8,4,1.6,0.3999999999999999
2024-02-28,Sassuolo,Napoli,1,6,A,1,3,A,5,27,2,9,5,10,0,0,0,0,SA,23_24,1,6,1.0,2.4,0.8,0.8,-5,0.19999999999999996,1.5999999999999999
2024-02-28,Inter,Atalanta,4,0,H,2,0,H,15,6,7,1,4,1,2,6,0,0,SA,23_24,15,13,2.8,0.4,2.6,0.6,2,0.19999999999999973,-0.19999999999999996
2024-03-01,Celta,Almeria,1,0,H,0,0,D,15,3,6,0,7,0,1,2,0,1,LL,23_24,4,3,1.6,1.6,0.8,1.6,1,0.8,0.0
2024-03-01,Lazio,Milan,0,1,A,0,0,D,11,14,3,5,2,5,5,6,3,0,SA,23_24,6,8,1.6,1.6,1.8,1.8,-2,-0.19999999999999996,-0.19999999999999996
2024-03-02,Brentford,Chelsea,2,2,D,0,1,A,14,17,5,6,0,6,3,1,0,0,PL,24_25,3,7,1.2,2.4,1.6,2.0,-4,-0.40000000000000013,0.3999999999999999
2024-03-02,Valencia,Real Madrid,2,2,D,2,1,H,12,10,5,5,2,2,2,3,0,1,LL,23_24,7,11,0.6,1.0,1.8,0.4,-4,-1.2000000000000002,0.6
2024-03-02,Vallecano,Cadiz,1,1,D,0,0,D,9,16,5,5,4,9,1,1,0,0,LL,23_24,1,3,0.8,2.0,0.4,1.2,-2,0.4,0.8
2024-03-02,Sevilla,Sociedad,3,2,H,2,1,H,12,13,5,4,2,5,1,2,0,0,LL,23_24,8,5,0.8,0.6,0.6,1.0,3,0.20000000000000007,-0.4
2024-03-02,Udinese,Salernitana,1,1,D,1,1,D,18,17,5,1,5,6,6,1,1,0,SA,23_24,5,1,0.4,1.0,0.4,2.2,4,0.0,-1.2000000000000002
2024-03-02,Monza,Roma,1,4,A,0,2,A,16,12,5,6,6,3,1,4,0,0,SA,23_24,11,12,1.4,0.4,2.8,1.4,-1,-1.4,-0.9999999999999999
2024-03-02,Torino,Fiorentina,0,0,D,0,0,D,8,14,2,3,4,5,2,4,1,0,SA,23_24,5,7,1.0,1.2,2.0,1.6,-2,-1.0,-0.40000000000000013
2024-03-02,Getafe,Las Palmas,3,3,D,3,1,H,16,14,5,5,4,4,4,1,0,0,LL,23_24,5,5,1.0,2.0,1.0,1.8,0,0.0,0.19999999999999996
2024-03-02,Newcastle,Wolves,3,0,H,2,0,H,14,12,7,3,3,5,0,1,0,0,PL,24_25,8,9,2.6,2.6,2.0,1.8,-1,0.6000000000000001,0.8
2024-03-02,Tottenham,Crystal Palace,3,1,H,0,0,D,14,4,6,1,11,1,1,2,0,0,PL,24_25,8,7,2.0,1.8,1.8,2.0,1,0.19999999999999996,-0.19999999999999996
2024-03-02,Nott'm Forest,Liverpool,0,1,A,0,0,D,8,22,2,2,3,12,2,2,0,0,PL,24_25,4,12,1.6,2.0,3.2,1.4,-8,-1.6,0.6000000000000001
2024-03-02,Fulham,Brighton,3,0,H,2,0,H,12,15,5,5,2,6,1,2,0,0,PL,24_25,8,7,1.6,1.2,2.2,1.6,1,-0.6000000000000001,-0.40000000000000013
2024-03-02,Everton,West Ham,1,3,A,0,0,D,22,12,11,5,4,5,1,2,0,0,PL,24_25,4,4,0.8,1.2,1.0,2.8,0,-0.19999999999999996,-1.5999999999999999
2024-03-02,Luton,Aston Villa,2,3,A,0,2,A,13,12,5,8,8,6,1,4,0,0,PL,24_25,4,9,2.2,2.6,2.6,1.6,-5,-0.3999999999999999,1.0
2024-03-03,Villarreal,Granada,5,1,H,3,0,H,16,9,10,3,6,4,1,2,0,0,LL,23_24,9,3,2.0,1.2,1.0,1.6,6,1.0,-0.40000000000000013
2024-03-03,Mallorca,Girona,1,0,H,1,0,H,16,15,2,4,8,5,5,0,0,0,LL,23_24,4,7,0.8,1.8,1.2,1.4,-3,-0.3999999999999999,0.40000000000000013
2024-03-03,Man City,Man United,3,1,H,0,1,A,27,3,8,1,15,2,0,1,0,0,PL,24_25,13,12,1.6,0.4,2.4,1.4,1,-0.7999999999999998,-0.9999999999999999
2024-03-03,Burnley,Bournemouth,0,2,A,0,1,A,20,10,6,3,7,2,2,4,0,0,PL,24_25,1,3,0.8,3.2,1.0,1.6,-2,-0.19999999999999996,1.6
2024-03-03,Napoli,Juventus,2,1,H,1,0,H,14,18,7,4,2,1,1,4,0,0,SA,23_24,8,5,2.0,1.0,1.2,1.4,3,0.8,-0.3999999999999999
2024-03-03,Atalanta,Bologna,1,2,A,1,0,H,11,11,2,6,6,2,3,2,0,0,SA,23_24,10,15,2.2,1.4,2.8,0.6,-5,-0.5999999999999996,0.7999999999999999
2024-03-03,Frosinone,Lecce,1,1,D,1,0,H,15,11,7,4,12,8,1,1,0,0,SA,23_24,1,3,1.2,3.0,0.8,2.8,-2,0.3999999999999999,0.20000000000000018
2024-03-03,Empoli,Cagliari,0,1,A,0,0,D,16,8,3,4,9,2,0,3,0,0,SA,23_24,9,2,1.6,1.0,0.8,2.2,7,0.8,-1.2000000000000002
2024-03-03,Verona,Sassuolo,1,0,H,0,0,D,10,13,5,2,2,10,4,2,0,0,SA,23_24,3,1,0.8,1.4,1.2,3.4,2,-0.3999999999999999,-2.0
2024-03-03,Ath Madrid,Betis,2,1,H,2,0,H,17,12,12,6,4,6,1,2,0,0,LL,23_24,8,11,2.0,1.0,1.4,0.4,-3,0.6000000000000001,0.6
2024-03-03,Ath Bilbao,Barcelona,0,0,D,0,0,D,8,8,2,2,4,4,3,3,0,0,LL,23_24,8,13,1.6,1.0,2.6,1.0,-5,-1.0,0.0
2024-03-04,Osasuna,Alaves,1,0,H,0,0,D,15,10,4,4,5,5,2,1,0,0,LL,23_24,7,6,0.8,1.0,1.2,1.0,1,-0.3999999999999999,0.0
2024-03-04,Inter,Genoa,2,1,H,2,0,H,16,10,5,2,4,5,2,3,0,0,SA,23_24,15,8,3.4,0.4,1.2,1.2,7,2.2,-0.7999999999999999
2024-03-04,Sheffield United,Arsenal,0,6,A,0,5,A,4,22,0,10,0,7,1,0,0,0,PL,24_25,3,15,1.0,3.0,4.0,0.6,-12,-3.0,2.4
2024-03-08,Napoli,Torino,1,1,D,0,0,D,22,11,8,2,13,7,2,2,0,0,SA,23_24,8,5,2.0,1.0,1.0,1.2,3,1.0,-0.19999999999999996
2024-03-08,Barcelona,Mallorca,1,0,H,0,0,D,20,9,6,3,4,1,1,1,0,0,LL,23_24,11,7,2.4,1.0,1.0,1.6,4,1.4,-0.6000000000000001
2024-03-09,Granada,Sociedad,2,3,A,2,1,H,13,11,6,8,4,6,1,2,0,0,LL,23_24,3,4,1.2,2.4,1.0,1.6,-1,0.19999999999999996,0.7999999999999998
2024-03-09,Girona,Osasuna,2,0,H,1,0,H,11,7,6,1,5,7,3,3,0,0,LL,23_24,4,10,1.0,1.6,1.0,0.8,-6,0.0,0.8
2024-03-09,Genoa,Monza,2,3,A,0,2,A,22,9,6,5,10,1,1,1,0,0,SA,23_24,5,8,1.0,1.4,1.4,1.2,-3,-0.3999999999999999,0.19999999999999996
2024-03-09,Cadiz,Ath Madrid,2,0,H,1,0,H,7,8,3,4,3,1,4,5,0,0,LL,23_24,3,8,0.6,1.4,2.0,1.0,-5,-1.4,0.3999999999999999
2024-03-09,Valencia,Getafe,1,0,H,1,0,H,10,15,3,5,5,5,2,3,0,0,LL,23_24,5,6,0.8,1.4,1.6,2.2,-1,-0.8,-0.8000000000000003
2024-03-09,Bournemouth,Sheffield United,2,2,D,0,1,A,32,13,12,9,10,3,3,5,0,0,PL,24_25,5,3,1.2,1.4,0.6,3.6,2,0.6,-2.2
2024-03-09,Crystal Palace,Luton,1,1,D,1,0,H,21,8,4,2,8,6,2,3,0,0,PL,24_25,4,1,1.4,2.2,1.8,3.2,3,-0.40000000000000013,-1.0
2024-03-09,Wolves,Fulham,2,1,H,0,0,D,8,23,3,6,3,4,2,2,0,0,PL,24_25,9,10,1.4,1.6,2.2,1.2,-1,-0.8000000000000003,0.40000000000000013
2024-03-09,Arsenal,Brentford,2,1,H,1,1,D,17,9,6,4,10,4,2,4,0,0,PL,24_25,15,4,4.8,0.4,1.4,2.2,11,3.4,-1.8000000000000003
2024-03-09,Man United,Everton,2,0,H,2,0,H,15,23,8,6,5,8,1,2,0,0,PL,24_25,9,3,1.8,1.4,1.0,1.8,6,0.8,-0.40000000000000013
2024-03-09,Cagliari,Salernitana,4,2,H,2,0,H,12,12,7,5,5,4,1,2,0,0,SA,23_24,5,2,0.8,1.8,0.4,2.0,3,0.4,-0.19999999999999996
2024-03-09,Sassuolo,Frosinone,1,0,H,0,0,D,10,11,4,1,1,2,3,1,0,0,SA,23_24,1,1,0.8,2.8,1.2,3.0,0,-0.3999999999999999,-0.20000000000000018
2024-03-09,Bologna,Inter,0,1,A,0,1,A,19,5,3,4,7,2,2,1,0,0,SA,23_24,15,15,2.4,0.4,3.6,0.6,0,-1.2000000000000002,-0.19999999999999996
2024-03-10,Milan,Empoli,1,0,H,1,0,H,15,5,5,2,11,4,1,4,0,0,SA,23_24,10,8,1.6,1.4,1.4,1.0,2,0.20000000000000018,0.3999999999999999
2024-03-10,Juventus,Atalanta,2,2,D,0,1,A,18,7,5,3,4,3,0,1,0,0,SA,23_24,4,7,1.2,1.6,1.8,1.6,-3,-0.6000000000000001,0.0
2024-03-10,Fiorentina,Roma,2,2,D,1,0,H,15,10,5,5,8,2,2,5,0,0,SA,23_24,8,12,1.6,1.0,3.2,1.4,-4,-1.6,-0.3999999999999999
2024-03-10,Betis,Villarreal,2,3,A,2,1,H,13,6,4,4,11,4,3,4,1,1,LL,23_24,8,9,1.4,0.8,2.0,0.8,-1,-0.6000000000000001,0.0
2024-03-10,Las Palmas,Ath Bilbao,0,2,A,0,1,A,14,7,2,2,10,3,3,3,0,0,LL,23_24,6,8,1.4,2.0,1.6,1.0,-2,-0.20000000000000018,1.0
2024-03-10,Alaves,Vallecano,1,0,H,1,0,H,12,9,4,3,7,5,2,2,0,0,LL,23_24,3,2,0.6,1.2,0.8,1.8,1,-0.20000000000000007,-0.6000000000000001
2024-03-10,Aston Villa,Tottenham,0,4,A,0,0,D,10,9,1,5,6,4,0,2,1,0,PL,24_25,12,10,3.0,1.4,2.2,1.6,2,0.7999999999999998,-0.20000000000000018
2024-03-10,Brighton,Nott'm Forest,1,0,H,1,0,H,10,9,3,4,6,3,4,4,0,0,PL,24_25,7,4,2.2,1.4,1.4,1.8,3,0.8000000000000003,-0.40000000000000013
2024-03-10,West Ham,Burnley,2,2,D,0,2,A,22,11,4,4,4,4,2,4,0,0,PL,24_25,6,1,1.4,2.8,0.6,3.0,5,0.7999999999999999,-0.20000000000000018
2024-03-10,Liverpool,Man City,1,1,D,0,1,A,19,10,6,6,7,4,0,3,0,0,PL,24_25,12,13,2.6,1.2,1.6,0.4,-1,1.0,0.7999999999999999
2024-03-10,Real Madrid,Celta,4,0,H,1,0,H,24,11,13,1,12,1,2,3,0,0,LL,23_24,9,7,1.8,0.8,1.8,1.4,2,0.0,-0.5999999999999999
